smoothing,lev_min,lev_max,threshold,cost_per_trade,sharpe,improvement,annual_return,annual_vol,annual_cost
80,0.2,2.8,0.1,0.001,3.434276363037439,0.17662253290435942,0.3965997233687233,0.11548276301734536,0.012757277972775254
60,0.2,2.8,0.07,0.0005,3.4322419017393613,0.17592550309295463,0.4564251976055307,0.13298165183934954,0.006271164047204186
40,0.4,2.2,0.05,0.0001,3.4246340046784156,0.17331895016487045,0.36799008126753163,0.10745384200612909,0.0009431507782473945
40,0.4,2.2,0.07,0.0001,3.424175982304328,0.17316202643801898,0.3679787221389237,0.10746489784420755,0.000884605306910406
40,0.2,2.8,0.03,0.001,3.422935946619057,0.1727371759674515,0.445213166815595,0.1300676301744256,0.015080449151127311
40,0.4,2.2,0.1,0.0001,3.421864390181711,0.17237004842261264,0.36807895947662894,0.10756678743107141,0.0008080205293099278
40,0.4,2.2,0.03,0.0001,3.420260772071159,0.17182063043652473,0.3679041728145973,0.10756611771207457,0.0010058337230275393
80,0.3,2.5,0.05,0.0005,3.418727104972778,0.17129517847076248,0.3675292340776728,0.1075047006656588,0.005939735910623364
100,0.2,2.8,0.03,0.0001,3.417286308700166,0.17080154511675352,0.39356513062336185,0.11516890745190803,0.0013204184650096823
60,0.3,2.5,0.05,0.0001,3.417152676460428,0.17075576117633137,0.4145440914243803,0.12131272163518765,0.001089063205980567
40,0.2,2.8,0.01,0.001,3.4162096212989392,0.1704326596447476,0.4443521470602483,0.13007168655279797,0.015662679183081247
40,0.4,2.2,0.01,0.0001,3.415422065709022,0.17016283405267102,0.36733217274373375,0.10755103342329601,0.0010754877706732875
40,0.3,2.5,0.1,0.001,3.4130871742958173,0.16936287343266085,0.4015656083124177,0.11765465920022043,0.010577235455438885
100,0.2,2.8,0.01,0.0001,3.4114091789115837,0.16878797293820774,0.39404397750806663,0.11550768519471097,0.0013794791154701036
80,0.3,2.5,0.03,0.0005,3.4112239258705364,0.168724503118268,0.36864056648252674,0.10806695030683175,0.006271698166543701
80,0.4,2.2,0.05,0.0001,3.410192439992149,0.1683711042072351,0.334774600140195,0.09816882948135494,0.0009254166965925517
100,0.2,2.8,0.07,0.0001,3.409968634170699,0.16829442576185807,0.39387960873672245,0.11550827910548027,0.001169185560976234
100,0.2,2.8,0.05,0.0001,3.4082390024312765,0.16770183405894942,0.3940241831108213,0.11560931696097108,0.0012380059762020354
80,0.4,2.2,0.1,0.0005,3.4056819853982536,0.16682577064994236,0.3298513835984924,0.09685325435924995,0.004117888965325928
80,0.3,2.5,0.01,0.0005,3.4033384599878436,0.16602285192330743,0.36781951495342313,0.10807609036767296,0.006601996060465119
60,0.2,2.8,0.03,0.0005,3.4028060232825603,0.16584043299176066,0.4563838177048871,0.13411984538120414,0.006897948463277467
80,0.4,2.2,0.03,0.0001,3.402121094516824,0.16560576852856437,0.335447571115673,0.09859953887482478,0.0010011516596553857
80,0.4,2.2,0.01,0.0001,3.400477838759342,0.16504277022930464,0.33530358720731335,0.09860484411498127,0.0010752971924755947
60,0.2,2.8,0.01,0.0005,3.3992329183752137,0.1646162462047961,0.4559431753157388,0.13413119555622371,0.007217678661293351
60,0.2,2.8,0.1,0.0005,3.395676280413838,0.1633977011826836,0.4593759870327152,0.13528262092661264,0.005766687830305099
60,0.3,2.5,0.03,0.0001,3.3944063936215385,0.1629626233799364,0.4152166984368677,0.1223238028354841,0.0011469105318825169
80,0.5,2.0,0.07,0.0001,3.3939923459093047,0.1628207658773908,0.3115078735935062,0.09178213792054038,0.0007205894608431474
80,0.3,2.5,0.1,0.001,3.393510813460043,0.16265578732871486,0.3600790963143816,0.1061081328770669,0.010646903499890841
60,0.3,2.5,0.01,0.0001,3.391407012323348,0.16193500089206495,0.4148372843046546,0.12232011162248037,0.0012175777483071073
80,0.2,2.8,0.03,0.001,3.389820911601459,0.16139158456456237,0.39667115417869225,0.11701832177066021,0.01497972741486194
80,0.4,2.2,0.07,0.0005,3.3887504618583915,0.16102483618589636,0.32841726762019574,0.09691397207219904,0.004422464023134898
100,0.3,2.5,0.1,0.0001,3.3883750874021485,0.16089622858510866,0.35658013126371135,0.1052363218551166,0.0008841740479588268
120,0.2,2.8,0.05,0.0001,3.38565169143285,0.15996316184127107,0.39970448368520173,0.11805835925078337,0.0011165387395279693
40,0.3,2.5,0.07,0.001,3.385312317812269,0.15984688854033738,0.40169109616050336,0.1186570273138323,0.011245368984848627
20,0.2,2.8,0.1,0.0001,3.3848628585722627,0.15969289864159036,0.514420586935816,0.15197678855231345,0.001789244551051721
20,0.2,2.8,0.01,0.0001,3.3846874635185924,0.15963280628136872,0.5146573601108755,0.15205461823522615,0.002072392832308181
20,0.2,2.8,0.05,0.0001,3.3839744346402605,0.1593885143967998,0.5143965693621202,0.15200959088120417,0.001951705987485596
80,0.2,2.8,0.07,0.001,3.383771830052092,0.159319099737492,0.3981387813542028,0.11766123762194497,0.01343401122530546
100,0.2,2.8,0.1,0.0005,3.3830489407085285,0.15907142954426365,0.3870873629913747,0.11441967579407973,0.005517204528463895
20,0.2,2.8,0.07,0.0001,3.382147616139653,0.1587626253930854,0.5141489884272292,0.15201849439501205,0.0018746567626006885
120,0.2,2.8,0.01,0.0001,3.3818444619127694,0.15865876127249937,0.3992436674302049,0.11805500575990206,0.0012500928775153754
20,0.2,2.8,0.03,0.0001,3.3811315811673257,0.15841452013995963,0.5141497814876084,0.1520644107290553,0.002018384203348715
80,0.2,2.8,0.05,0.001,3.380920014378511,0.15834203492775803,0.39797087594845904,0.11771082257372333,0.014229353684910597
120,0.2,2.8,0.03,0.0001,3.380701032506099,0.15826700922273593,0.39912419025806245,0.11805959368202205,0.0011776054712940031
40,0.4,2.2,0.1,0.0005,3.3805240272803507,0.15820636519906367,0.36366820893562557,0.10757746609723065,0.004040102646549639
40,0.5,2.0,0.07,0.0001,3.3794867853657595,0.1578509942039055,0.33824724218562574,0.10008834585486254,0.0007136143054848947
40,0.4,2.2,0.07,0.0005,3.3791259566758782,0.1577273701497664,0.36315207511603553,0.10746923310111718,0.004423026534552029
40,0.4,2.2,0.05,0.0005,3.376481788716719,0.156821447832327,0.36284402781304226,0.10746216047294198,0.004715753891236972
120,0.2,2.8,0.07,0.0001,3.3760652971904137,0.1566787530510074,0.39837813276536926,0.11800071909062378,0.0010651051910201337
40,0.3,2.5,0.05,0.001,3.3746936019870892,0.15620879451712838,0.4007041350476275,0.1187379307003411,0.011877573208031468
60,0.3,2.5,0.07,0.0001,3.3734304073213193,0.1557760095138053,0.416048764092408,0.12333106477888557,0.0010237108217867107
100,0.3,2.5,0.07,0.0001,3.3709735289949343,0.15493425477602638,0.3564197677941803,0.1057319984059465,0.0009843067186904894
100,0.3,2.5,0.03,0.0001,3.3700211252056,0.15460795029715124,0.35672398174265174,0.10585215002795821,0.0011037274697081668
40,0.4,2.2,0.03,0.0005,3.36912410320988,0.15430062025696148,0.3624177440444898,0.10757031588691018,0.005029168615137695
60,0.3,2.5,0.05,0.0005,3.366141019292039,0.1532785814388123,0.40840141152074194,0.12132629298062986,0.005445316029902834
80,0.2,2.8,0.01,0.001,3.3657181493264656,0.1531337013309278,0.3961267974003979,0.11769458398638319,0.01564060606032304
40,0.5,2.0,0.1,0.0001,3.364330370783056,0.15265823245997978,0.3398484149092822,0.10101517314132906,0.0006235799299778386
100,0.3,2.5,0.01,0.0001,3.364142510077383,0.15259386922418403,0.3571515773724536,0.10616422351389576,0.0011639040431246335
80,0.3,2.5,0.07,0.001,3.36369663732914,0.15244110809871456,0.35903643175662436,0.10673864812069031,0.01116754373483634
60,0.2,2.8,0.07,0.001,3.3633449604985874,0.15232061957671258,0.447329829422759,0.1330014716529244,0.012542328094408372
20,0.3,2.5,0.1,0.0001,3.3629195590193897,0.15217487214317982,0.4548749789356763,0.13526192671355944,0.001476834826277348
40,0.3,2.5,0.03,0.001,3.3628321137081048,0.1521449123750138,0.39945501270492545,0.1187852973916254,0.012619811535217742
100,0.3,2.5,0.05,0.0001,3.3625713682009244,0.15205557796896424,0.35693651023465267,0.10614986899910003,0.0010220506851844936
60,0.2,2.8,0.05,0.001,3.362464677394724,0.15201902447315935,0.4471893467112633,0.13299451135283025,0.013076130623827035
60,0.3,2.5,0.1,0.0001,3.3620076249591913,0.15186243305839883,0.4141728067890966,0.12319210810657336,0.0009584598512597428
40,0.4,2.2,0.01,0.0005,3.3607533110409156,0.15143269070118404,0.3614690047294078,0.10755594691877314,0.0053774388533664366
20,0.3,2.5,0.07,0.0001,3.360682951170944,0.15140858460147935,0.4547616898644329,0.13531823634418796,0.0015507192349458222
80,0.4,2.2,0.05,0.0005,3.359841859447162,0.1511204169149494,0.32984778314520136,0.09817360368248863,0.004627083482962759
40,0.5,2.0,0.05,0.0001,3.3576384639372794,0.1503655083019642,0.3384016655096558,0.1007856173749078,0.0007678966700960579
40,0.5,2.0,0.03,0.0001,3.356702374268836,0.1500447932283133,0.3385578579397872,0.10086025515250889,0.0008254680090278061
40,0.3,2.5,0.01,0.001,3.3565457995538073,0.149991148932307,0.3986931329079091,0.1187807814095396,0.013207250215621321
100,0.2,2.8,0.07,0.0005,3.3535889335890485,0.14897809268606013,0.3873836323570914,0.11551315323029442,0.005845927804881169
40,0.5,2.0,0.01,0.0001,3.353421727799666,0.1489208060618568,0.3383492997809283,0.10089673391689236,0.00089134947764074
100,0.2,2.8,0.03,0.0005,3.353403536143277,0.14891457339140302,0.38623246827340285,0.11517625722957452,0.006602092325048411
80,0.5,2.0,0.07,0.0005,3.352591395793942,0.14863632477833472,0.3077360823701807,0.09179051248424037,0.003602947304215737
80,0.4,2.2,0.1,0.001,3.3489844968431735,0.1474005597638879,0.3243913320003211,0.09686259590216065,0.008235777930651856
100,0.2,2.8,0.05,0.0005,3.3484286421035923,0.14721011754477817,0.38714520068711145,0.11561996448695236,0.0061900298810101785
80,0.4,2.2,0.03,0.0005,3.348085652934545,0.14709260551540662,0.330116424720972,0.09859856017471659,0.005005758298276927
80,0.5,2.0,0.1,0.0001,3.3459385229917573,0.1463569741320537,0.3101986375085346,0.09270900686817514,0.000626035949017822
100,0.2,2.8,0.01,0.0005,3.3448206453741087,0.14597397641873297,0.3863814316618679,0.11551633783301174,0.006897395577350519
80,0.5,2.0,0.03,0.0001,3.3438850817603827,0.14565344157747112,0.31194929660014403,0.09328947884653944,0.0008193450965049544
80,0.5,2.0,0.01,0.0001,3.3434965850230314,0.14552033813243473,0.31192584928183975,0.09329330578026927,0.0008915836958792128
80,0.3,2.5,0.05,0.001,3.343187018121423,0.1454142769558229,0.35943905164385304,0.1075138930893032,0.011879471821246728
100,0.3,2.5,0.1,0.0005,3.3425214863261736,0.1451862581175364,0.3517947991437429,0.10524832841999379,0.004420870239794134
80,0.4,2.2,0.01,0.0005,3.3423659079586763,0.1451329551816399,0.32957875970191397,0.09860642693761845,0.005376485962377974
40,0.5,2.0,0.07,0.0005,3.341280618931272,0.14476112269369518,0.33443654166672676,0.10009232381496237,0.003568071527424473
60,0.3,2.5,0.03,0.0005,3.3412453200893797,0.1447490289049708,0.40874611574492836,0.12233346449819921,0.005734552659412584
60,0.4,2.2,0.03,0.0001,3.3406150830276147,0.14453310244782094,0.366652247537941,0.10975590974271793,0.0009209741238088522
60,0.4,2.2,0.05,0.0001,3.3381521262041014,0.1436892651470997,0.36631952549651015,0.10973721737273295,0.000864296541930985
120,0.3,2.5,0.05,0.0001,3.337559615387938,0.1434862641350697,0.3619756506399454,0.1084551865294162,0.0009181916826045049
80,0.5,2.0,0.05,0.0001,3.3363497831543785,0.14307176171401784,0.3111239987639318,0.09325281190084847,0.0007530439531882934
60,0.3,2.5,0.01,0.0005,3.3349655123719386,0.14259749464227311,0.4079706895594928,0.12233130688938681,0.0060878887415355375
120,0.3,2.5,0.07,0.0001,3.334140274440312,0.14231475864705442,0.3613338148004055,0.10837390903148521,0.0008494445502259508
100,0.4,2.2,0.07,0.0001,3.3335259900579586,0.14210429776112593,0.320502025910973,0.09614505087611468,0.0007659171832912386
60,0.2,2.8,0.1,0.001,3.3331823211350264,0.14198655284026485,0.4509926521312375,0.13530392540233563,0.011533375660610199
120,0.2,2.8,0.05,0.0005,3.3328737358679343,0.14188082798291476,0.3934750489913015,0.1180587925539382,0.005582693697639847
120,0.3,2.5,0.01,0.0001,3.332694027815592,0.1418192579398029,0.36132046620048697,0.10841693332325313,0.0010520090217419164
80,0.3,2.5,0.03,0.001,3.3320761539313977,0.1416075672493096,0.3600937749587123,0.10806889108277148,0.012543396333087401
40,0.5,2.0,0.1,0.0005,3.331167999487447,0.141296423104473,0.3365137801278828,0.10101975648771266,0.0031178996498891927
120,0.3,2.5,0.03,0.0001,3.331024368468993,0.14124721346760283,0.3611884623103132,0.10843164815282418,0.0009802559750720894
40,0.4,2.2,0.1,0.001,3.328953310686468,0.1405376452802277,0.3581742685751954,0.10759365937197113,0.008080205293099278
80,0.4,2.2,0.07,0.001,3.327934676398226,0.14018864947161006,0.32256043727668837,0.09692511080950385,0.008844928046269795
60,0.2,2.8,0.03,0.001,3.3277552148530547,0.14012716388468674,0.44638305775561204,0.13413939095136335,0.013795896926554934
60,0.3,2.5,0.07,0.0005,3.3262805050943802,0.1396219113807748,0.4102682138222269,0.1233414359353875,0.005118554108933553
120,0.2,2.8,0.07,0.0005,3.3256344101585764,0.1394005518338134,0.3924400917052995,0.11800457997022791,0.00532552595510067
120,0.2,2.8,0.03,0.0005,3.32496057516576,0.13916968822465814,0.3925569737609085,0.11806364763929217,0.0058880273564700155
120,0.2,2.8,0.1,0.0001,3.323574725421065,0.1386948801823066,0.4001640439998573,0.12040169909198005,0.0009751136203668532
40,0.4,2.2,0.07,0.001,3.3229600891943085,0.13848429875044388,0.3571422506068993,0.10747714116948444,0.008846053069104059
120,0.2,2.8,0.01,0.0005,3.322712641909522,0.13839952046814857,0.39227285552945146,0.11805801397981171,0.006250464387576876
120,0.3,2.5,0.1,0.0001,3.3217820741048514,0.13808069724845798,0.35985928418665414,0.10833320072137136,0.000797679915337159
60,0.2,2.8,0.01,0.001,3.3207753848773387,0.13773579395486402,0.4454839430876423,0.13415057974603042,0.014435357322586701
100,0.3,2.5,0.07,0.0005,3.320529018724187,0.1376513860806862,0.35109566081223975,0.1057348569557563,0.004921533593452446
20,0.3,2.5,0.01,0.0001,3.320400909133866,0.13760749426339533,0.4567806226398581,0.137567912773223,0.0017505559044172412
80,0.3,2.5,0.01,0.001,3.3199289861794905,0.13744580803805553,0.35882875642430223,0.108083262599311,0.013203992120930238
20,0.3,2.5,0.05,0.0001,3.318233084254201,0.13686477255693705,0.45648777532107654,0.1375695328598882,0.001619165990265358
60,0.3,2.5,0.1,0.0005,3.3178497830312987,0.13673344915483382,0.40876704329969726,0.12320239613929537,0.004792299256298714
20,0.3,2.5,0.03,0.0001,3.317233079282144,0.13652215936604684,0.4563430956419512,0.13756738966943644,0.0016893269835964735
60,0.4,2.2,0.01,0.0001,3.316975550670185,0.1364339271052539,0.36677831676209927,0.11057612911496825,0.000990798817586033
40,0.5,2.0,0.05,0.0005,3.316759340148624,0.1363598508968691,0.3343008654096664,0.10079141448794002,0.0038394833504802888
40,0.4,2.2,0.05,0.001,3.316481107011654,0.13626452502796615,0.3564382369821648,0.10747482813292332,0.009431507782473944
100,0.2,2.8,0.1,0.001,3.316044963689233,0.13611509731554913,0.3794632815788419,0.1144324898286885,0.01103440905692779
20,0.2,2.8,0.1,0.0005,3.3141631401764347,0.13547036296279322,0.5036398848386527,0.15196593032286296,0.008946222755258604
100,0.3,2.5,0.03,0.0005,3.3134153163864744,0.13521414994179715,0.35075354705386186,0.10585861220572393,0.005518637348540833
40,0.5,2.0,0.03,0.0005,3.3127985597646012,0.13500284203820956,0.3341496327841278,0.10086626963755731,0.00412734004513903
100,0.4,2.2,0.01,0.0001,3.3108868510342813,0.13434786866662712,0.321091546365853,0.09698052540380468,0.0009486750863681026
80,0.5,2.0,0.1,0.0005,3.3106442706621673,0.1342647578445216,0.30692532753107593,0.0927086399015885,0.003130179745089109
100,0.3,2.5,0.05,0.0005,3.3101830624125705,0.13410674260012323,0.351405685841496,0.10615898855617367,0.005110253425922467
100,0.4,2.2,0.05,0.0001,3.3095518542215236,0.13389048342292564,0.3208704656102235,0.09695284429550023,0.000806276609007333
20,0.2,2.8,0.07,0.0005,3.307937662222264,0.13333744270110007,0.5028558577524889,0.15201491355029695,0.009373283813003442
100,0.4,2.2,0.03,0.0001,3.307451759700385,0.1331709669153447,0.3209660343852112,0.09704330031234887,0.0008798900840084687
20,0.2,2.8,0.05,0.0005,3.3066479266102533,0.13289556446470827,0.5026388752060804,0.15200858584341365,0.00975852993742798
40,0.5,2.0,0.01,0.0005,3.306157397266985,0.13272750347679466,0.3335910060472571,0.10089991671994143,0.0044567473882037
40,0.4,2.2,0.03,0.001,3.305430066633634,0.1324783116466662,0.3555902241206268,0.10757759715145701,0.01005833723027539
100,0.3,2.5,0.01,0.0005,3.3046304558564774,0.1322043558089585,0.3508544556825013,0.10617055685022687,0.005819520215623167
60,0.3,2.5,0.05,0.001,3.302621048571875,0.131515909790376,0.4007599406435238,0.12134602630744484,0.010890632059805668
20,0.2,2.8,0.01,0.0005,3.3025735433958734,0.13149963397136652,0.5021731326314984,0.15205509462028166,0.010361964161540903
20,0.2,2.8,0.03,0.0005,3.3011661724275605,0.13101745251058047,0.5019935079248927,0.1520655070676871,0.010091921016743574
80,0.5,2.0,0.07,0.001,3.3008999909638868,0.13092625568339125,0.30303616049939297,0.09180410231420075,0.007205894608431474
20,0.3,2.5,0.1,0.0005,3.2997113118029158,0.13051900054800217,0.44631880579154726,0.13525995568008795,0.0073841741313867395
60,0.4,2.2,0.07,0.0001,3.297967438892648,0.12992152965636783,0.3673221850394919,0.11137835404549262,0.0008031617079299213
80,0.5,2.0,0.03,0.0005,3.297952949866729,0.12991656554964665,0.30766120896926696,0.09328853796464853,0.004096725482524772
60,0.4,2.2,0.1,0.0001,3.2978460609890394,0.1298799441922743,0.36710035545659725,0.11131518835858037,0.0007226789167988942
80,0.4,2.2,0.05,0.001,3.297041206523046,0.12960419180653468,0.3237142480260897,0.09818325818483428,0.009254166965925518
60,0.4,2.2,0.05,0.0005,3.2949980153458878,0.12890417103827323,0.36160870829082725,0.10974474236606419,0.004321482709654925
60,0.4,2.2,0.03,0.0005,3.2945959486322063,0.12876641836346228,0.36163168454860495,0.10976510934481692,0.0046048706190442625
20,0.3,2.5,0.07,0.0005,3.2941444258024597,0.12861172145516492,0.4457778916655897,0.1353243313116113,0.00775359617472911
80,0.5,2.0,0.05,0.0005,3.29408228309,0.1285904306480176,0.30718463956069897,0.09325348098850333,0.003765219765941467
40,0.5,2.0,0.07,0.001,3.2936100191688085,0.1284286276035299,0.32968809371926766,0.10009931102968571,0.007136143054848946
80,0.5,2.0,0.01,0.0005,3.293450181571032,0.12837386540641227,0.3072602275064631,0.09329432982644806,0.0044579184793960645
40,0.4,2.2,0.01,0.001,3.2926928409757483,0.12811439181858902,0.3541749799644702,0.10756392930338285,0.010754877706732873
120,0.3,2.5,0.07,0.0005,3.2916456871697672,0.12775562489557873,0.3567218910252954,0.10837189811033796,0.004247222751129754
120,0.3,2.5,0.05,0.0005,3.2914763205920825,0.12769759796048125,0.35698803599845985,0.10845833335183878,0.004590958413022524
100,0.4,2.2,0.07,0.0005,3.2913886802466346,0.12766757137137053,0.31646642971326866,0.09614982016938661,0.0038295859164561934
100,0.5,2.0,0.07,0.0001,3.2911302896501895,0.1275790437847907,0.2998646944793666,0.09111298189025475,0.0005972357731401421
40,0.5,2.0,0.1,0.001,3.2897583103944394,0.12710898793128766,0.33235680767302966,0.10102772797104975,0.0062357992997783855
100,0.3,2.5,0.1,0.001,3.285319484943714,0.12558819534127794,0.3458362301302276,0.10526715338193438,0.008841740479588267
120,0.4,2.2,0.1,0.0001,3.2850403754671125,0.1254925692283503,0.3250915948790465,0.0989612174349061,0.0006115911155661578
100,0.2,2.8,0.07,0.001,3.283364086629656,0.12491825341642689,0.37930538719351525,0.11552340136084903,0.011691855609762339
60,0.5,2.0,0.03,0.0001,3.2828705455811824,0.1247491605837133,0.3375639994911408,0.10282586376898399,0.0007524506969493973
120,0.3,2.5,0.1,0.0005,3.2820424420114658,0.12446544278796626,0.3555331683520053,0.10832680400504195,0.003988399576685796
120,0.3,2.5,0.03,0.0005,3.2818879765406996,0.12441252114327417,0.3558676145420383,0.10843380916284151,0.004901279875360449
80,0.4,2.2,0.03,0.001,3.280725854966465,0.12401436494217878,0.32348185389327155,0.09860069636832795,0.010011516596553855
120,0.3,2.5,0.01,0.0005,3.2799577456849573,0.12375120187875088,0.3556104347918536,0.10841921218640305,0.005260045108709582
100,0.4,2.2,0.1,0.0001,3.2793742832800703,0.1235513009563669,0.3224102410528611,0.09831456040156003,0.0006826756971675949
60,0.5,2.0,0.1,0.0001,3.279064530715873,0.12344517616961936,0.33628904499679346,0.10255639736476187,0.0005714952641599322
120,0.2,2.8,0.1,0.0005,3.278334993746059,0.1231952284232735,0.3947203874361813,0.12040270081891348,0.004875568101834265
120,0.4,2.2,0.01,0.0001,3.277647585748683,0.12295971454683756,0.3242246846873702,0.09891993455828185,0.000856666158525242
120,0.4,2.2,0.03,0.0001,3.277386534848183,0.12287027550952856,0.3242205925064088,0.0989265651332236,0.000785219615540562
