metric,baseline,optimized
sharpe,3.6632573483686643,4.449290273467401
annual_return,0.3452230290639342,0.4578797150063123
annual_volatility,0.09423936028345653,0.10291073111970273
max_dd,-0.06939413889917669,-0.05159167390021226
