date,returns,leverage
2016-01-04,,
2016-01-05,,
2016-01-06,,
2016-01-07,,
2016-01-08,,0.889247378769805
2016-01-11,,0.9326826400552337
2016-01-12,,0.8917232477481001
2016-01-13,,0.8645238466891767
2016-01-14,,0.9318260027285337
2016-01-15,,0.9073469689313325
2016-01-19,,0.8615665398755123
2016-01-20,,0.820729932648876
2016-01-21,,0.8557478600988926
2016-01-22,,0.8214101848823727
2016-01-25,,0.9135449287252612
2016-01-26,,0.9494908038570946
2016-01-27,,0.9346096210376814
2016-01-28,,0.8627573451090272
2016-01-29,,0.9411990070711452
2016-02-01,,0.8636200681842333
2016-02-02,,0.9574197801510491
2016-02-03,,0.9587426774444868
2016-02-04,,1.080934910510996
2016-02-05,,1.1839367297489072
2016-02-08,,1.2577117523444417
2016-02-09,,1.1202906748786536
2016-02-10,,1.2042857872504322
2016-02-11,,1.1802891659558459
2016-02-12,,0.9241920000902915
2016-02-16,,1.0161384914901397
2016-02-17,,1.236557182040724
2016-02-18,,1.162771584970299
2016-02-19,,1.1251791049939257
2016-02-22,,1.3295643432847317
2016-02-23,,1.0721226427595973
2016-02-24,,0.9702192714613914
2016-02-25,,1.1985383234219176
2016-02-26,,1.1436567134641604
2016-02-29,,1.0449913700532085
2016-03-01,0.020132041123483036,1.263999533671045
2016-03-02,0.0002851256364715817,1.2084370536093563
2016-03-03,0.0009144634918495384,1.112309852424216
2016-03-04,-0.00013534427329454904,1.1618801771652691
2016-03-07,0.0008248549829998395,1.2171798685254365
2016-03-08,-0.0012021942262648673,0.9659571439011321
2016-03-09,-0.0009516274960708108,0.880587003721273
2016-03-10,0.00048505697751027296,0.8252155918092605
2016-03-11,0.000762959210434585,0.9261260113587116
2016-03-14,6.992201650360126e-05,0.8628423910834583
2016-03-15,-0.00016010293242577642,0.9764652679727884
2016-03-16,0.0008961879949368509,1.1226578274975976
2016-03-17,0.0015961862020990626,1.2288403592212833
2016-03-18,0.0004695519830291513,1.1826165401548256
2016-03-21,0.0005598896915088449,1.2223570021663892
2016-03-22,-0.0005484948316846366,1.1897533730067227
2016-03-23,0.000259466534153461,1.1283812404905134
2016-03-24,0.00037139608423093995,1.0285523234110434
2016-03-28,-0.00015365758583257085,0.9695844260865227
2016-03-29,0.000394219642250635,0.964063800080133
2016-03-30,0.0006095055589096414,1.0744466021027166
2016-03-31,0.0002525507401321157,1.074412274024374
2016-04-01,0.0005251715803640377,1.0865257998484554
2016-04-04,0.000289540039920342,1.130474021434648
2016-04-05,-0.00170831763237899,0.9995350979898078
2016-04-06,0.0015940235515479488,0.9975369292872543
2016-04-07,-0.0032322908455916454,0.8668588481240369
2016-04-08,6.134107506702617e-05,0.8171513214622319
2016-04-11,-0.0023416550170563973,0.7271928633911924
2016-04-12,0.0026303789501557415,0.8732725372157434
2016-04-13,0.0012844716354029936,0.8405199933198868
2016-04-14,0.0011815750066108872,0.9641255511487445
2016-04-15,0.0003123869112698806,0.9665254560628092
2016-04-18,0.00505605787577083,1.0908258465763527
2016-04-19,0.0025288861960483786,1.0616256423524475
2016-04-20,0.002752630263385352,1.0668362572693135
2016-04-21,-0.004994854236350397,0.9861421076571804
2016-04-22,0.005605254699820297,1.0405550859263433
2016-04-25,-0.0002084331597773862,0.9762512305255053
2016-04-26,0.0060765409564118135,1.0121088261240834
2016-04-27,0.0003576144764882539,0.983714315484052
2016-04-28,-0.01115152056900668,0.9400338613928186
2016-04-29,-0.005923264985364802,0.8239704206288506
2016-05-02,0.007107209919455527,0.8872519563443677
2016-05-03,-0.008238744457824455,0.7368658847195548
2016-05-04,-0.0024746335841483854,0.7066297654796461
2016-05-05,0.0032404184153673665,0.8424290507029824
2016-05-06,0.00963880433213029,0.9751055153667699
2016-05-09,0.0004962252226089718,0.9182384575333788
2016-05-10,0.009432089711249425,1.0703725279486038
2016-05-11,0.014313205195680342,1.1954984532489463
2016-05-12,0.0003462282986297525,1.1685512366747135
2016-05-13,0.0022135467473661883,1.1096469886648817
2016-05-16,0.004352486596834105,1.1350792568180244
2016-05-17,-0.0018833507089079757,1.0541754305547877
2016-05-18,0.0017318924610445557,0.9695190734885901
2016-05-19,-0.002354254456266034,0.947926313652489
2016-05-20,0.007166486341470436,0.9874911929817756
2016-05-23,0.012521671196739295,1.0499307134369205
2016-05-24,0.0037234063979916985,1.0900263285681466
2016-05-25,-0.0020366756789449458,1.0614016391532217
2016-05-26,0.0026748566480657094,1.0993334920955902
2016-05-27,0.012567151563459698,1.1291884473684684
2016-05-31,0.0028985261525872183,1.0583317519516353
2016-06-01,0.008376152236650069,1.0939936184686312
2016-06-02,0.004885647695209281,1.14341415928784
2016-06-03,0.004738284775504254,1.1607866966390161
2016-06-06,-0.00255960425137889,1.0534972609900342
2016-06-07,0.006302935510257974,1.0896895643619127
2016-06-08,0.003944776901323243,1.0644122809769452
2016-06-09,0.0004961206255791809,1.0348985902108525
2016-06-10,-0.008636766768189941,0.8964576700337458
2016-06-13,0.00015398517203217942,0.9195994763883393
2016-06-14,0.001340583166880452,0.8776777997848739
2016-06-15,-0.00043046951044157177,0.8361138315161047
2016-06-16,0.007611591650508333,0.9098863523836664
2016-06-17,0.002169776026277202,1.0320820229818937
2016-06-20,0.0023386429395314675,1.051345623179457
2016-06-21,0.0023588163677102157,1.0569330651318367
2016-06-22,-0.004590866452133399,1.019335003769241
2016-06-23,0.012419652670277765,1.051732521521762
2016-06-24,0.006204306536946595,1.0907442591873582
2016-06-27,-0.003552941004476337,1.0317944175991418
2016-06-28,0.003991593186714179,1.0526670954976973
2016-06-29,-0.006293699574643085,1.0218960442231386
2016-06-30,0.006721656349648308,0.9973017627298921
2016-07-01,0.0009810837251631496,0.951687605846044
2016-07-05,0.0018532676091077302,1.0132589460707042
2016-07-06,0.0012194006849610254,0.9884683514719874
2016-07-07,0.0011824311071886306,1.076957904097772
2016-07-08,0.01351020506759044,1.152639415384797
2016-07-11,0.002639420694631479,1.1705632282854015
2016-07-12,0.004389600534583775,1.2016850298677053
2016-07-13,0.0024239745757052658,1.2144628230365067
2016-07-14,0.003115439564235365,1.2402715658891346
2016-07-15,-0.0008683919827568718,1.0648154425576684
