date,Factor_v2_pit,C1_MR,LV2,Factor_v4,E1_LS
2016-01-04,-1.1491034503197421,-1.1490973302174168,1.149103042834449,-1.1490347374061758,-1.1490821431383058
2016-01-05,-0.5984063898948973,-0.5984032027942602,0.5984061776931123,-0.5983706070012551,-0.5983952939804967
2016-01-06,-0.5708102389975667,-0.5708071988734854,0.570810036581694,-0.5707761062703485,-0.5707996547831301
2016-01-07,-0.8990669329462921,-0.8990621445335295,0.8990666141268224,-0.8990131714608167,-0.8990502620519021
2016-01-08,-0.7234718520705701,-0.723467998873747,0.7234715955191346,-0.7234285906402566,-0.7234584371373788
2016-01-11,-0.5034052902732303,-0.5034026091465773,0.5034051117599274,-0.503375188158238,-0.503395955910991
2016-01-12,-0.4743511517290605,-0.4743486253441766,0.4743509835186891,-0.47432278696374713,-0.47434235610143305
2016-01-13,-0.701738330378462,-0.7017345929339468,0.701738081533983,-0.7016963685470634,-0.701725318437786
2016-01-14,-0.45187486646901853,-0.4518724597923869,0.4518747062289962,-0.451847845717637,-0.4518664876065552
2016-01-15,-0.6064240678830033,-0.6064208380803714,0.6064238528380576,-0.606387805556448,-0.606412823301292
2016-01-19,-0.7880040160092174,-0.7879998191153611,0.7880037365739346,-0.787956895750526,-0.7879894044922674
2016-01-20,-1.0005206785479368,-1.0005153497945247,1.0005203237518023,-1.0004608504350827,-1.0005021264535863
2016-01-21,-0.7896927176167464,-0.7896885117288985,0.7896924375826306,-0.7896454963788025,-0.7896780747871487
2016-01-22,-0.7883609107768283,-0.7883567119821574,0.7883606312149865,-0.7883137691769084,-0.7883462926421786
2016-01-25,-0.1043052441532459,-0.10430468862557156,0.10430520716540718,-0.1042990070148715,-0.10430331007954577
2016-01-26,-0.14872712374043948,-0.1487263316227101,0.1487270710000916,-0.14871823030791537,-0.14872436597671576
2016-01-27,-0.6721701737781874,-0.6721665938130914,0.6721699354189168,-0.6721299800331944,-0.6721577101032722
2016-01-28,-1.1351187519447272,-1.1351127063246296,1.1351183494185688,-1.1350508752738597,-1.1350977040737174
2016-01-29,-0.4021310988866448,-0.40212895714433883,0.4021309562863344,-0.4021070526622317,-0.4021236423949923
